,CVE_ENT,CVE_MUN,NOM_MUN,IDMUN,Y,IDH,IRS,c_i,Pob2010,Mun_cov
924,20,168,San Jos√© Estancia Grande,20_168,NA,0.593,0.48649,634.3398716,977,San JosÈ Estancia Grande
925,20,185,San Juan Cacahuatepec,20_185,NA,0.688,-0.12608,5635.690978,8680,San Juan Cacahuatepec
926,20,318,San Pedro Mixtepec,20_318,NA,0.69,-0.37567,27827.84739,42860,San Pedro Mixtepec -Dto. 22 -
927,20,353,Santa Ana,20_353,NA,0.582,1.0842,1284.262299,1978,Santa Ana
928,20,77,Reyes Etla,20_77,NA,0.704,-0.35677,2316.606614,3568,Reyes Etla
929,20,518,Santo Domingo Tlatay√°pam,20_518,NA,0.586,0.38401,99.33879259,153,Santo Domingo Tlatay·pam
930,20,55,Mariscala de Ju√°rez,20_55,2,0.586,-0.07269,2291.934234,3530,Mariscala de Ju·rez
931,20,67,Oaxaca de Ju√°rez,20_67,1,0.832,-1.12743,170990.6301,263357,Oaxaca de Ju·rez
932,20,141,San Francisco del Mar,20_141,NA,0.627,0.47527,4695.543451,7232,San Francisco del Mar
933,20,462,Santiago Huajolotitl√°n,20_462,NA,0.691,-0.50138,2824.338221,4350,Santiago Huajolotitl·n
934,20,405,Villa de Chilapa de D√≠az,20_405,NA,0.621,0.03999,1254.395734,1932,Villa de Chilapa de DÌaz
935,20,53,Magdalena Tlacotepec,20_53,NA,0.687,-0.38211,792.7625213,1221,Magdalena Tlacotepec
936,20,466,Santiago Ixtayutla,20_466,1,0.508,2.20223,7737.388179,11917,Santiago Ixtayutla
937,20,99,San Andr√©s Tepetlapa,20_99,NA,0.506,1.43667,308.4047482,475,San AndrÈs Tepetlapa
938,20,502,Santiago Zacatepec,20_502,NA,0.555,2.32538,3580.741445,5515,Santiago Zacatepec
939,20,180,San Juan Bautista Lo de Soto,20_180,NA,0.618,-0.06697,1509.560084,2325,San Juan Bautista Lo de Soto
940,20,380,Santa Cruz Papalutla,20_380,1,0.63,0.28416,1280.36666,1972,Santa Cruz Papalutla
941,20,74,Santa Catarina Quioquitani,20_74,NA,0.578,0.70431,327.8829429,505,Santa Catarina Quioquitani
942,20,228,San Lorenzo Cuaunecuiltitla,20_228,NA,0.515,1.44688,500.5896019,771,San Lorenzo Cuaunecuiltitla
943,20,354,Santa Ana Ateixtlahuaca,20_354,NA,0.377,2.30033,331.1293086,510,Santa Ana Ateixtlahuaca
944,20,542,Taniche,20_542,NA,0.523,0.94417,484.357773,746,Taniche
945,20,250,San Mateo Etlatongo,20_250,NA,0.623,0.2104,766.7915951,1181,San Mateo Etlatongo
946,20,519,Santo Domingo Tomaltepec,20_519,NA,0.661,-0.00461,1811.4721,2790,Santo Domingo Tomaltepec
947,20,443,Santa Mar√≠a Yaves√≠a,20_443,NA,0.648,-0.44424,290.8743731,448,Santa MarÌa YavesÌa
948,20,342,San Raymundo Jalpan,20_342,NA,0.722,-0.38314,1349.838888,2079,San Raymundo Jalpan
949,20,239,San Mart√≠n Huamel√∫lpam,20_239,NA,0.611,0.8708,699.2671871,1077,San MartÌn Huamel˙lpam
950,20,297,San Pablo Tijaltepec,20_297,NA,0.565,1.91752,1395.937282,2150,San Pablo Tijaltepec
951,20,491,Santiago Textitl√°n,20_491,NA,0.472,0.56341,2707.469053,4170,Santiago Textitl·n
952,20,89,San Andr√©s Dinicuiti,20_89,NA,0.636,-0.02241,1397.235828,2152,San AndrÈs Dinicuiti
953,20,463,Santiago Huauclilla,20_463,NA,0.518,0.89511,430.4681012,663,Santiago Huauclilla
954,20,372,Santa Catarina Yosonot√∫,20_372,NA,0.589,1.81779,1224.529169,1886,Santa Catarina Yosonot˙
955,20,527,Santos Reyes P√°palo,20_527,NA,0.558,1.1259,1836.793753,2829,Santos Reyes P·palo
956,20,432,Santa Mar√≠a Temaxcalapa,20_432,NA,0.606,0.19644,628.4964133,968,Santa MarÌa Temaxcalapa
957,20,157,San Jacinto Amilpas,20_157,NA,0.82,-1.28835,8998.925917,13860,San Jacinto Amilpas
958,20,125,San Carlos Yautepec,20_125,NA,0.546,1.2581,7669.863771,11813,San Carlos Yautepec
959,20,82,San Agust√≠n Chayuco,20_82,NA,0.585,0.78388,2565.927505,3952,San AgustÌn Chayuco
960,20,345,San Sebasti√°n Ixcapa,20_345,NA,0.632,0.49815,2576.315876,3968,San Sebasti·n Ixcapa
961,20,30,El Espinal,20_30,NA,0.81,-1.24248,5395.459911,8310,El Espinal
962,20,45,Magdalena Apasco,20_45,1,0.774,-1.10461,4883.832666,7522,Magdalena Apasco
963,20,243,San Mart√≠n Tilcajete,20_243,NA,0.668,0.17739,1131.033835,1742,San MartÌn Tilcajete
964,20,247,Capul√°lpam de M√©ndez,20_247,NA,0.757,-1.20179,952.4837172,1467,Capul·lpam de MÈndez
965,20,19,Concepci√≥n P√°palo,20_19,NA,0.564,0.66482,1993.917857,3071,ConcepciÛn P·palo
966,20,464,Santiago Ihuitl√°n Plumas,20_464,NA,0.585,0.57392,311.651114,480,Santiago Ihuitl·n Plumas
967,20,86,San Agust√≠n Tlacotepec,20_86,NA,0.647,1.28428,567.4647368,874,San AgustÌn Tlacotepec
968,20,312,San Pedro Jicay√°n,20_312,NA,0.556,1.49619,7502.351297,11555,San Pedro Jicay·n
969,20,49,Magdalena Ocotl√°n,20_49,NA,0.601,0.69213,740.8206689,1141,Magdalena Ocotl·n
970,20,268,San Miguel Ejutla,20_268,NA,0.609,0.11516,594.7342092,916,San Miguel Ejutla
971,20,145,San Francisco Lachigol√≥,20_145,NA,0.743,-0.30878,2255.574938,3474,San Francisco LachigolÛ
972,20,118,San Bartolom√© Quialana,20_118,NA,0.564,1.34967,1603.704691,2470,San BartolomÈ Quialana
973,20,84,San Agust√≠n Etla,20_84,NA,0.802,-1.30801,2527.620389,3893,San AgustÌn Etla
974,20,107,San Antonio de la Cal,20_107,NA,0.744,-0.46428,13930.8048,21456,San Antonio de la Cal
975,20,278,San Miguel Soyaltepec,20_278,NA,0.607,0.90884,23740.02361,36564,San Miguel Soyaltepec
976,20,201,San Juan Juquila Vijanos,20_201,NA,0.553,0.951,1189.468418,1832,San Juan Juquila Vijanos
977,20,402,Santa Mar√≠a Cortijo,20_402,NA,0.636,-0.12122,703.162826,1083,Santa MarÌa Cortijo
978,20,165,San Jos√© Ayuquila,20_165,NA,0.605,0.50776,981.051736,1511,San JosÈ Ayuquila
979,20,171,San Jos√© Tenango,20_171,NA,0.517,2.87533,11997.26934,18478,San JosÈ Tenango
980,20,54,Magdalena Zahuatl√°n,20_54,NA,0.623,0.24093,265.5527201,409,Magdalena Zahuatl·n
981,20,388,Santa In√©s del Monte,20_388,NA,0.544,1.85281,1645.907446,2535,Santa InÈs del Monte
982,20,395,Santa Mar√≠a Apazco,20_395,NA,0.472,1.9819,1232.320447,1898,Santa MarÌa Apazco
983,20,410,Santa Mar√≠a Ecatepec,20_410,NA,0.618,0.32269,2247.134387,3461,Santa MarÌa Ecatepec
984,20,558,Valerio Trujano,20_558,NA,0.635,-0.25802,1001.828477,1543,Valerio Trujano
985,20,429,Santa Mar√≠a Sola,20_429,NA,0.584,1.37881,989.492287,1524,Santa MarÌa Sola
986,20,530,Santo Tom√°s Jalieza,20_530,NA,0.624,0.94103,2197.789627,3385,Santo Tom·s Jalieza
987,20,362,Santa Catarina Cuixtla,20_362,NA,0.626,0.27874,971.3126387,1496,Santa Catarina Cuixtla
988,20,259,San Miguel Ahuehuetitl√°n,20_259,NA,0.475,1.57248,1600.458325,2465,San Miguel Ahuehuetitl·n
989,20,407,Santa Mar√≠a Chimalapa,20_407,NA,0.531,1.12616,5522.71745,8506,Santa MarÌa Chimalapa
990,20,209,San Juan Mixtepec,20_209,NA,0.544,1.40617,461.6332126,711,San Juan Mixtepec -Dto. 26 -
991,20,452,Santiago Ap√≥stol,20_452,NA,0.547,1.71848,2739.932711,4220,Santiago ApÛstol
992,20,3,Asunci√≥n Cacalotepec,20_3,NA,0.576,1.70852,1619.93652,2495,AsunciÛn Cacalotepec
993,20,475,Santiago Matatl√°n,20_475,NA,0.6,1.05974,6267.433757,9653,Santiago Matatl·n
994,20,399,Santa Mar√≠a Atzompa,20_399,2,0.754,-0.52659,17832.28718,27465,Santa MarÌa Atzompa
995,20,196,San Juan Evangelista Analco,20_196,NA,0.662,-0.53953,262.3063543,404,San Juan Evangelista Analco
996,20,427,Santa Mar√≠a Petapa,20_427,NA,0.671,-0.0083,9990.366024,15387,Santa MarÌa Petapa
997,20,59,Miahuatl√°n de Porfirio D√≠az,20_59,NA,0.637,0.58486,26871.46803,41387,Miahuatl·n de Porfirio DÌaz
998,20,499,Santiago Yolom√©catl,20_499,NA,0.716,-0.60379,1312.181045,2021,Santiago YolomÈcatl
999,20,343,San Sebasti√°n Abasolo,20_343,NA,0.569,0.27666,1200.506062,1849,San Sebasti·n Abasolo
1000,20,328,San Pedro Taviche,20_328,NA,0.525,1.52543,761.5974099,1173,San Pedro Taviche
1001,20,474,Santiago Llano Grande,20_474,NA,0.643,0.3128,2116.630483,3260,Santiago Llano Grande
1002,20,389,Santa In√©s Yatzeche,20_389,NA,0.524,1.40768,597.980575,921,Santa InÈs Yatzeche
1003,20,69,La Pe,20_69,NA,0.554,1.23492,1588.122135,2446,La Pe
1004,20,100,San Andr√©s Ya√°,20_100,NA,0.56,1.11436,322.6887576,497,San AndrÈs Ya·
1005,20,360,Santa Ana Zegache,20_360,NA,0.606,1.21061,2332.18917,3592,Santa Ana Zegache
1006,20,358,Santa Ana Tlapacoyan,20_358,NA,0.6,0.66804,1203.752428,1854,Santa Ana Tlapacoyan
1007,20,486,Villa Tej√∫pam de la Uni√≥n,20_486,NA,0.641,0.04713,1603.055418,2469,Villa Tej˙pam de la UniÛn
1008,20,7,Asunci√≥n Ocotl√°n,20_7,NA,0.533,2.0989,1695.901479,2612,AsunciÛn Ocotl·n
1009,20,2,Acatl√°n de P√©rez Figueroa,20_2,NA,0.639,0.1491,29142.62553,44885,Acatl·n de PÈrez Figueroa
1010,20,112,San Baltazar Chichic√°pam,20_112,NA,0.604,0.44482,1583.577223,2439,San Baltazar Chichic·pam
1011,20,506,Santo Domingo Albarradas,20_506,NA,0.603,0.16687,507.7316066,782,Santo Domingo Albarradas
1012,20,191,San Juan Chicomez√∫chil,20_191,NA,0.679,-0.40794,207.7674093,320,San Juan Chicomez˙chil
1013,20,222,San Juan Yae√©,20_222,NA,0.594,0.95728,993.3879259,1530,San Juan YaeÈ
1014,20,219,San Juan Teitipac,20_219,NA,0.57,1.04437,1665.385641,2565,San Juan Teitipac
1015,20,131,San Dionisio Ocotepec,20_131,NA,0.575,1.18151,6817.368119,10500,San Dionisio Ocotepec
1016,20,47,Santa Magdalena Jicotl√°n,20_47,NA,0.609,-0.50996,60.38240334,93,Santa Magdalena Jicotl·n
1017,20,35,Guelatao de Ju√°rez,20_35,NA,0.806,-1.49249,353.2045959,544,Guelatao de Ju·rez
1018,20,52,Magdalena Tequisistl√°n,20_52,NA,0.719,-0.16506,4013.806639,6182,Magdalena Tequisistl·n
1019,20,382,Santa Cruz Tacahua,20_382,NA,0.579,2.16992,759.6495904,1170,Santa Cruz Tacahua
1020,20,271,San Miguel Mixtepec,20_271,NA,0.522,1.80605,2106.891385,3245,San Miguel Mixtepec
1021,20,143,San Francisco Ixhuat√°n,20_143,NA,0.665,-0.294,5816.838188,8959,San Francisco Ixhuat·n
1022,20,272,San Miguel Panixtlahuaca,20_272,NA,0.556,1.11213,4000.171903,6161,San Miguel Panixtlahuaca
1023,20,169,San Jos√© Independencia,20_169,NA,0.514,1.72841,2391.9223,3684,San JosÈ Independencia
1024,20,315,San Pedro M√°rtir,20_315,NA,0.577,2.16189,1110.906367,1711,San Pedro M·rtir
1025,20,375,Santa Cruz Amilpas,20_375,NA,0.793,-0.93552,6570.64432,10120,Santa Cruz Amilpas
1026,20,290,San Nicol√°s Hidalgo,20_290,NA,0.612,-0.13834,657.064432,1012,San Nicol·s Hidalgo
1027,20,564,Yutanduchi de Guerrero,20_564,NA,0.606,1.30508,838.8609152,1292,Yutanduchi de Guerrero
1028,20,371,Santa Catarina Ticu√°,20_371,NA,0.609,1.33966,619.4065891,954,Santa Catarina Ticu·
1029,20,90,San Andr√©s Huaxpaltepec,20_90,NA,0.672,0.3403,3809.285596,5867,San AndrÈs Huaxpaltepec
1030,20,553,Tlalixtac de Cabrera,20_553,NA,0.721,-0.25506,6114.205293,9417,Tlalixtac de Cabrera
1031,20,492,Santiago Tilantongo,20_492,NA,0.557,1.8746,2084.166825,3210,Santiago Tilantongo
1032,20,216,San Juan Taba√°,20_216,NA,0.609,0.5331,864.1825682,1331,San Juan Taba·
1033,20,218,San Juan Teita,20_218,NA,0.527,1.53038,394.1088046,607,San Juan Teita
1034,20,451,Santiago Apoala,20_451,NA,0.482,1.74981,683.6846314,1053,Santiago Apoala
1035,20,283,San Miguel Tequixtepec,20_283,NA,0.609,0.09147,676.5426267,1042,San Miguel Tequixtepec
1036,20,75,Reforma de Pineda,20_75,NA,0.687,-0.42481,1734.208595,2671,Reforma de Pineda
1037,20,381,Santa Cruz Tacache de Mina,20_381,NA,0.573,-0.49083,1692.00584,2606,Santa Cruz Tacache de Mina
1038,20,298,San Pablo Villa de Mitla,20_298,NA,0.646,0.65192,7677.655048,11825,San Pablo Villa de Mitla
1039,20,284,San Miguel Tilqui√°pam,20_284,NA,0.504,2.29576,2051.703167,3160,San Miguel Tilqui·pam
1040,20,230,San Lorenzo Victoria,20_230,NA,0.561,-0.31992,653.8180663,1007,San Lorenzo Victoria
1041,20,393,Santa Luc√≠a Ocotl√°n,20_393,NA,0.552,1.22092,2339.980448,3604,Santa LucÌa Ocotl·n
1042,20,56,M√°rtires de Tacubaya,20_56,NA,0.586,-0.15822,942.0953467,1451,M·rtires de Tacubaya
1043,20,436,Santa Mar√≠a Texcatitl√°n,20_436,NA,0.553,1.17147,722.6410206,1113,Santa MarÌa Texcatitl·n
1044,20,349,San Sebasti√°n Teitipac,20_349,NA,0.635,1.05058,1282.963753,1976,San Sebasti·n Teitipac
1045,20,146,San Francisco Logueche,20_146,NA,0.511,2.02908,1730.962229,2666,San Francisco Logueche
1046,20,94,San Andr√©s Nuxi√±o,20_94,NA,0.452,1.2094,1232.320447,1898,San AndrÈs NuxiÒo
1047,20,505,Santo Domingo Ingenio,20_505,NA,0.706,-0.49702,4904.609407,7554,Santo Domingo Ingenio
1048,20,264,San Miguel Chicahua,20_264,NA,0.575,1.62842,1476.447153,2274,San Miguel Chicahua
1049,20,316,San Pedro M√°rtir Quiechapa,20_316,NA,0.612,0.77617,488.9026851,753,San Pedro M·rtir Quiechapa
1050,20,245,San Mart√≠n Zacatepec,20_245,NA,0.565,0.61121,829.1218179,1277,San MartÌn Zacatepec
1051,20,555,Trinidad Zaachila,20_555,NA,0.653,0.82067,1722.521678,2653,Trinidad Zaachila
1052,20,488,Santiago Tepetlapa,20_488,NA,0.59,0.0823,85.0547832,131,Santiago Tepetlapa
1053,20,103,San Antonino Castillo Velasco,20_103,NA,0.63,0.88704,3669.042594,5651,San Antonino Castillo Velasco
1054,20,433,Santa Mar√≠a Temaxcaltepec,20_433,NA,0.491,1.85409,1684.863835,2595,Santa MarÌa Temaxcaltepec
1055,20,507,Santo Domingo Armenta,20_507,NA,0.47,0.82325,2093.256649,3224,Santo Domingo Armenta
1056,20,109,San Antonio Nanahuat√≠pam,20_109,NA,0.721,-0.806,800.5537991,1233,San Antonio NanahuatÌpam
1057,20,276,San Miguel Santa Flor,20_276,1,0.367,1.83372,520.0677965,801,San Miguel Santa Flor
1058,20,340,San Pedro y San Pablo Tequixtepec,20_340,NA,0.625,0.44565,1219.334984,1878,San Pedro y San Pablo Tequixtepec
1059,20,274,San Miguel Piedras,20_274,NA,0.606,2.065,841.4580078,1296,San Miguel Piedras
1060,20,127,San Crist√≥bal Amoltepec,20_127,NA,0.567,2.75615,833.0174568,1283,San CristÛbal Amoltepec
1061,20,435,Santa Mar√≠a Tepantlali,20_435,NA,0.517,2.16024,2275.702405,3505,Santa MarÌa Tepantlali
1062,20,93,San Andr√©s Lagunas,20_93,NA,0.605,0.54999,327.8829429,505,San AndrÈs Lagunas
1063,20,501,Santiago Yucuyachi,20_501,NA,0.567,0.4841,610.3167649,940,Santiago Yucuyachi
1064,20,70,Pinotepa de Don Luis,20_70,NA,0.635,1.15329,4304.031739,6629,Pinotepa de Don Luis
1065,20,14,Ciudad Ixtepec,20_14,1,0.749,-0.98803,17173.27493,26450,Ciudad Ixtepec
1066,20,420,Santa Mar√≠a Lachix√≠o,20_420,NA,0.526,1.19814,1090.778899,1680,Santa MarÌa LachixÌo
1067,20,344,San Sebasti√°n Coatl√°n,20_344,NA,0.554,0.95767,1696.550752,2613,San Sebasti·n Coatl·n
1068,20,523,Santo Domingo Yanhuitl√°n,20_523,NA,0.689,0.12235,1044.680505,1609,Santo Domingo Yanhuitl·n
1069,20,409,Santa Mar√≠a del Tule,20_409,NA,0.832,-1.33964,5301.315304,8165,Santa MarÌa del Tule
1070,20,373,Santa Catarina Zapoquila,20_373,NA,0.56,0.73006,290.8743731,448,Santa Catarina Zapoquila
1071,20,195,San Juan Diuxi,20_195,NA,0.459,1.56715,815.4870817,1256,San Juan Diuxi
1072,20,40,Huautepec,20_40,NA,0.488,2.33787,3892.392559,5995,Huautepec
1073,20,91,San Andr√©s Huay√°pam,20_91,NA,0.846,-1.1729,3167.803719,4879,San AndrÈs Huay·pam
1074,20,346,San Sebasti√°n Nicananduta,20_346,NA,0.606,0.13818,940.7968004,1449,San Sebasti·n Nicananduta
1075,20,289,San Nicol√°s,20_289,NA,0.542,0.61319,742.1192152,1143,San Nicol·s
1076,20,133,San Esteban Atatlahuca,20_133,NA,0.598,2.07739,2580.211515,3974,San Esteban Atatlahuca
1077,20,569,Santa In√©s de Zaragoza,20_569,NA,0.597,1.11139,1108.309274,1707,Santa InÈs de Zaragoza
1078,20,190,San Juan Cotzoc√≥n,20_190,NA,0.626,0.68763,14515.15064,22356,San Juan CotzocÛn
1079,20,565,Villa de Zaachila,20_565,NA,0.681,0.22547,22140.86383,34101,Villa de Zaachila
1080,20,368,Santa Catarina Minas,20_368,NA,0.619,0.59976,1179.080048,1816,Santa Catarina Minas
1081,20,148,San Francisco Ozolotepec,20_148,NA,0.507,1.15205,1262.836285,1945,San Francisco Ozolotepec
1082,20,81,San Agust√≠n Atenango,20_81,NA,0.573,0.82759,1242.708817,1914,San AgustÌn Atenango
1083,20,138,San Francisco Cajonos,20_138,NA,0.611,0.40143,298.6656509,460,San Francisco Cajonos
1084,20,422,Santa Mar√≠a Nativitas,20_422,NA,0.633,0.68426,442.155018,681,Santa MarÌa Nativitas
1085,20,28,Heroica Ciudad de Ejutla de Crespo,20_28,NA,0.623,0.60901,12777.0464,19679,Heroica Ciudad de Ejutla de Crespo
1086,20,310,San Pedro Ixtlahuaca,20_310,NA,0.667,0.28391,4429.341458,6822,San Pedro Ixtlahuaca
1087,20,179,San Juan Bautista Jayacatl√°n,20_179,NA,0.582,0.37342,949.2373514,1462,San Juan Bautista Jayacatl·n
1088,20,421,Santa Mar√≠a Mixtequilla,20_421,NA,0.716,-0.45098,2884.071351,4442,Santa MarÌa Mixtequilla
1089,20,162,San Jer√≥nimo Taviche,20_162,NA,0.489,1.53728,1199.856789,1848,San JerÛnimo Taviche
1090,20,547,Teotongo,20_547,NA,0.644,-0.02397,617.4587696,951,Teotongo
1091,20,181,San Juan Bautista Suchitepec,20_181,NA,0.567,0.92536,270.7469053,417,San Juan Bautista Suchitepec
1092,20,76,La Reforma,20_76,NA,0.588,0.14906,2162.728877,3331,La Reforma
1093,20,493,Santiago Tillo,20_493,NA,0.677,0.00957,359.0480543,553,Santiago Tillo
1094,20,510,Santo Domingo Ixcatl√°n,20_510,NA,0.627,1.66548,569.4125562,877,Santo Domingo Ixcatl·n
1095,20,352,San Sim√≥n Zahuatl√°n,20_352,NA,0.375,2.56807,2488.664,3833,San SimÛn Zahuatl·n
1096,20,406,Santa Mar√≠a Chilchotla,20_406,NA,0.517,2.44719,13364.63861,20584,Santa MarÌa Chilchotla
1097,20,176,San Juan Bautista Coixtlahuaca,20_176,NA,0.577,1.10576,1823.159017,2808,San Juan Bautista Coixtlahuaca
1098,20,387,Santa Gertrudis,20_387,NA,0.654,-0.01643,1855.622675,2858,Santa Gertrudis
1099,20,454,Santiago Atitl√°n,20_454,NA,0.564,1.51463,2064.68863,3180,Santiago Atitl·n
1100,20,105,San Antonino Monte Verde,20_105,NA,0.516,0.73444,4317.666475,6650,San Antonino Monte Verde
1101,20,281,San Miguel Tecomatl√°n,20_281,NA,0.652,-0.36262,199.9761315,308,San Miguel Tecomatl·n
1102,20,403,Santa Mar√≠a Coyotepec,20_403,NA,0.718,-0.7571,1799.785183,2772,Santa MarÌa Coyotepec
1103,20,101,San Andr√©s Zabache,20_101,NA,0.524,1.56815,471.3723099,726,San AndrÈs Zabache
1104,20,246,San Mateo Cajonos,20_246,NA,0.569,0.60927,402.5493556,620,San Mateo Cajonos
1105,20,129,San Crist√≥bal Suchixtlahuaca,20_129,NA,0.669,-0.66316,216.8572335,334,San CristÛbal Suchixtlahuaca
1106,20,248,San Mateo del Mar,20_248,NA,0.534,2.47554,9253.440994,14252,San Mateo del Mar
1107,20,301,San Pedro Ap√≥stol,20_301,NA,0.664,0.63684,1002.47775,1544,San Pedro ApÛstol
1108,20,319,San Pedro Mixtepec,20_319,NA,0.575,1.38635,713.5511965,1099,San Pedro Mixtepec -Dto. 26 -
1109,20,430,Santa Mar√≠a Tataltepec,20_430,NA,0.583,1.41253,164.266108,253,Santa MarÌa Tataltepec
1110,20,557,Uni√≥n Hidalgo,20_557,NA,0.746,-0.89369,9070.345964,13970,UniÛn Hidalgo
1111,20,229,San Lorenzo Texmel√∫can,20_229,NA,0.496,2.05597,4576.077191,7048,San Lorenzo Texmel˙can
1112,20,522,Santo Domingo Xagac√≠a,20_522,NA,0.576,1.4568,787.568336,1213,Santo Domingo XagacÌa
1113,20,335,San Pedro Yaneri,20_335,NA,0.583,1.17306,650.5717005,1002,San Pedro Yaneri
1114,20,197,San Juan Guelav√≠a,20_197,NA,0.63,0.62773,1978.335301,3047,San Juan GuelavÌa
1115,20,562,Magdalena Yodocono de Porfirio D√≠az,20_562,NA,0.598,-0.07975,946.6402588,1458,Magdalena Yodocono de Porfirio DÌaz
1116,20,533,Santo Tom√°s Tamazulapan,20_533,NA,0.642,0.42505,1422.557481,2191,Santo Tom·s Tamazulapan
1117,20,322,San Pedro Ocopetatillo,20_322,NA,0.529,1.37307,573.9574683,884,San Pedro Ocopetatillo
1118,20,496,Santiago Xiacu√≠,20_496,NA,0.692,-0.49597,1409.572018,2171,Santiago XiacuÌ
1119,20,215,San Juan Sayultepec,20_215,NA,0.679,-0.3106,496.0446898,764,San Juan Sayultepec
1120,20,234,San Lucas Zoqui√°pam,20_234,NA,0.541,2.00192,4904.609407,7554,San Lucas Zoqui·pam
1121,20,135,San Felipe Tejal√°pam,20_135,NA,0.614,0.61845,4666.326159,7187,San Felipe Tejal·pam
1122,20,240,San Mart√≠n Itunyoso,20_240,NA,0.5,2.71242,1597.211959,2460,San MartÌn Itunyoso
1123,20,147,San Francisco Nuxa√±o,20_147,NA,0.459,1.03055,245.4252523,378,San Francisco NuxaÒo
1124,20,338,Villa de Etla,20_338,NA,0.794,-0.81404,6025.254871,9280,Villa de Etla
1125,20,484,Santiago Tamazola,20_484,NA,0.577,0.55134,2731.49216,4207,Santiago Tamazola
1126,20,295,San Pablo Huixtepec,20_295,NA,0.714,-0.42827,5859.690217,9025,San Pablo Huixtepec
1127,20,65,Ixpantepec Nieves,20_65,NA,0.525,1.14773,767.4408683,1182,Ixpantepec Nieves
1128,20,241,San Mart√≠n Lachil√°,20_241,NA,0.603,0.82844,703.8120991,1084,San MartÌn Lachil·
1129,20,412,Santa Mar√≠a Guienagati,20_412,NA,0.52,1.25176,2133.511585,3286,Santa MarÌa Guienagati
1130,20,450,Santiago Amoltepec,20_450,NA,0.483,2.65511,7994.500348,12313,Santiago Amoltepec
1131,20,48,Magdalena Mixtepec,20_48,NA,0.47,1.8522,846.6521931,1304,Magdalena Mixtepec
1132,20,142,San Francisco Huehuetl√°n,20_142,NA,0.516,1.13029,753.1568589,1160,San Francisco Huehuetl·n
1133,20,444,Santa Mar√≠a Yolotepec,20_444,NA,0.587,1.98273,299.3149241,461,Santa MarÌa Yolotepec
1134,20,1,Abejones,20_1,NA,0.444,0.95997,703.8120991,1084,Abejones
1135,20,536,San Vicente Nu√±√∫,20_536,NA,0.615,0.61687,320.091665,493,San Vicente NuÒ˙
1136,20,476,Santiago Miltepec,20_476,NA,0.621,-0.03913,265.5527201,409,Santiago Miltepec
1137,20,425,Santa Mar√≠a P√°palo,20_425,NA,0.578,1.68997,1434.244398,2209,Santa MarÌa P·palo
1138,20,563,Yogana,20_563,NA,0.432,1.73785,849.2492857,1308,Yogana
1139,20,34,Guadalupe de Ram√≠rez,20_34,NA,0.602,-0.22352,925.2142447,1425,Guadalupe de RamÌrez
1140,20,294,San Pablo Huitzo,20_294,1,0.734,-0.4364,4094.965784,6307,San Pablo Huitzo
1141,20,365,Santa Catarina Lachatao,20_365,NA,0.63,0.41631,848.6000125,1307,Santa Catarina Lachatao
1142,20,374,Santa Cruz Acatepec,20_374,NA,0.46,2.06768,954.4315367,1470,Santa Cruz Acatepec
1143,20,332,San Pedro Topiltepec,20_332,NA,0.611,0.27815,263.6049006,406,San Pedro Topiltepec
1144,20,333,San Pedro Totol√°pam,20_333,NA,0.637,-0.10987,1690.05802,2603,San Pedro Totol·pam
1145,20,204,San Juan Lajarcia,20_204,NA,0.613,0.37735,464.2303052,715,San Juan Lajarcia
1146,20,308,San Pedro Huilotepec,20_308,NA,0.686,0.00686,1843.286485,2839,San Pedro Huilotepec
1147,20,456,Santiago Cacaloxtepec,20_456,NA,0.574,0.2304,1094.674538,1686,Santiago Cacaloxtepec
1148,20,106,San Antonio Acutla,20_106,NA,0.574,0.60045,192.8341268,297,San Antonio Acutla
1149,20,120,San Bartolom√© Zoogocho,20_120,NA,0.627,0.7073,238.9325207,368,San BartolomÈ Zoogocho
1150,20,419,Santa Mar√≠a Jaltianguis,20_419,NA,0.62,-0.50872,373.3320637,575,Santa MarÌa Jaltianguis
1151,20,61,Monjas,20_61,NA,0.502,1.67658,1667.33346,2568,Monjas
1152,20,78,Rojas de Cuauht√©moc,20_78,NA,0.714,-0.60157,709.0062844,1092,Rojas de CuauhtÈmoc
